"","id","missed_votes","last_name","first_name","swing","combined_name","state","diff12"
"389",412520,2,"Takano","Mark",FALSE,"Takano, Mark","CA",NA
"390",412521,2,"Lowenthal","Alan",FALSE,"Lowenthal, Alan","CA",NA
"391",412541,2,"Barr","Garland",FALSE,"Barr, Garland","KY",NA
"392",412575,2,"O'Rourke","Beto",FALSE,"O'Rourke, Beto","TX",NA
"393",412596,2,"Smith","Jason",FALSE,"Smith, Jason","MO",NA
"394",400036,1,"Boehner","John",FALSE,"Boehner, John","OH",NA
"395",400061,1,"Capito","Shelley",FALSE,"Capito, Shelley","WV",NA
"396",400071,1,"Chabot","Steve",FALSE,"Chabot, Steve","OH",NA
"397",400224,1,"Kline","John",TRUE,"Kline, John","MN",0.100000000000001
"398",400238,1,"Levin","Sander",FALSE,"Levin, Sander","MI",NA
"399",400246,1,"Lowey","Nita",FALSE,"Lowey, Nita","NY",NA
"400",400273,1,"Mica","John",TRUE,"Mica, John","FL",-4.7
"401",400660,1,"Reichert","David",TRUE,"Reichert, David","WA",1.6
"402",412284,1,"Jenkins","Lynn",FALSE,"Jenkins, Lynn","KS",NA
"403",412460,1,"Johnson","Bill",FALSE,"Johnson, Bill","OH",NA
"404",412501,1,"Bonamici","Suzanne",FALSE,"Bonamici, Suzanne","OR",NA
"405",412503,1,"Massie","Thomas",FALSE,"Massie, Thomas","KY",NA
"406",412505,1,"DelBene","Suzan",FALSE,"DelBene, Suzan","WA",NA
